no;methodName;statements;involvedModules;fragments;visibility;baseSplit;fineGrained;nested;
1937;hasPointerEvents():boolean;0;0;0;invisible;1;0;0;
1938;hasPointerMotionEvents():boolean;0;0;0;invisible;1;0;0;
1939;hasRepeatEvents():boolean;0;0;0;invisible;1;0;0;
1940;hideNotify():void;0;0;0;invisible;1;0;0;
1941;isDoubleBuffered():boolean;0;0;0;invisible;1;0;0;
1942;keyPressed(int):void;0;0;0;invisible;1;0;0;
1943;keyRepeated(int):void;0;0;0;invisible;1;0;0;
1944;keyReleased(int):void;0;0;0;invisible;1;0;0;
1945;paint(Graphics):void;0;0;0;invisible;1;0;0;
1946;pointerPressed(int,int):void;0;0;0;invisible;1;0;0;
1947;pointerReleased(int,int):void;0;0;0;invisible;1;0;0;
1948;pointerDragged(int,int):void;0;0;0;invisible;1;0;0;
1949;repaint():void;0;0;0;invisible;1;0;0;
1950;repaint(int,int,int,int):void;0;0;0;invisible;1;0;0;
1951;serviceRepaints():void;0;0;0;invisible;1;0;0;
1952;setFullScreenMode(boolean):void;0;0;0;invisible;1;0;0;
1953;sizeChanged(int,int):void;0;0;0;invisible;1;0;0;
1954;showNotify():void;0;0;0;invisible;1;0;0;
1955;scroll(int):void;0;0;0;invisible;1;0;0;
1956;traverse(int,int,int):int;0;0;0;invisible;1;0;0;
1957;keyPressed(int):void;0;0;0;invisible;1;0;0;
1958;hideNotify():void;0;0;0;invisible;1;0;0;
1959;keyRepeated(int):void;0;0;0;invisible;1;0;0;
1960;paint(Graphics):void;0;0;0;invisible;1;0;0;
1961;paintContent(Graphics):int;0;0;0;invisible;1;0;0;
1962;repaint():void;0;0;0;invisible;1;0;0;
1963;showNotify():void;0;0;0;invisible;1;0;0;
1964;setLabel(String):void;0;0;0;invisible;1;0;0;
1965;addCommand(Command):void;0;0;0;invisible;1;0;0;
1966;setDefaultCommand(Command):void;0;0;0;invisible;1;0;0;
1967;setMinimumSize(int,int):void;0;0;0;invisible;1;0;0;
1968;paint(Graphics):int;0;0;0;invisible;1;0;0;
1969;getString():String;0;0;0;invisible;1;0;0;
1970;setString(String):void;0;0;0;invisible;1;0;0;
1971;getHeight():int;0;0;0;invisible;1;0;0;
1972;paintContent(Graphics):int;0;0;0;invisible;1;0;0;
1973;getCommandType():int;0;0;0;invisible;1;0;0;
1974;getLabel():String;0;0;0;invisible;1;0;0;
1975;getLongLabel():String;0;0;0;invisible;1;0;0;
1976;getPriority():int;0;0;0;invisible;1;0;0;
1977;getFocusedItem():Item;0;0;0;invisible;1;0;0;
1978;getItemCommand(Item):Command;0;0;0;invisible;1;0;0;
1979;getOriginalCommand():Command;0;0;0;invisible;1;0;0;
1980;isRegularCommand():boolean;0;0;0;invisible;1;0;0;
1981;putInQueue(Runnable):void;0;0;0;invisible;1;0;0;
1982;startEventDispatcher():void;0;0;0;invisible;1;0;0;
1983;callSerially(Runnable):void;0;0;0;invisible;1;0;0;
1984;numAlphaLevels():int;0;0;0;invisible;1;0;0;
1985;numColors():int;0;0;0;invisible;1;0;0;
1986;flashBacklight(int):boolean;0;0;0;invisible;1;0;0;
1987;getColor(int):int;0;0;0;invisible;1;0;0;
1988;getBorderStyle(boolean):int;0;0;0;invisible;1;0;0;
1989;getBestImageWidth(int):int;0;0;0;invisible;1;0;0;
1990;getBestImageHeight(int):int;0;0;0;invisible;1;0;0;
1991;getCurrent():Displayable;0;0;0;invisible;1;0;0;
1992;isColor():boolean;0;0;0;invisible;1;0;0;
1993;setCurrent(Displayable):void;0;0;0;invisible;1;0;0;
1994;setCurrent(Alert,Displayable):void;0;0;0;invisible;1;0;0;
1995;setCurrentItem(Item):void;0;0;0;invisible;1;0;0;
1996;vibrate(int):boolean;0;0;0;invisible;1;0;0;
1997;clearAlert():void;0;0;0;invisible;1;0;0;
1998;isShown(Displayable):boolean;0;0;0;invisible;1;0;0;
1999;repaint(Displayable,int,int,int,int):void;0;0;0;invisible;1;0;0;
2000;serviceRepaints():void;0;0;0;invisible;1;0;0;
2001;setScrollDown(boolean):void;0;0;0;invisible;1;0;0;
2002;setScrollUp(boolean):void;0;0;0;invisible;1;0;0;
2003;updateCommands():void;0;0;0;invisible;1;0;0;
2004;run():void;0;0;0;invisible;1;0;0;
2005;run():void;0;0;0;invisible;1;0;0;
2006;cancel():void;0;0;0;invisible;1;0;0;
2007;run():void;0;0;0;invisible;1;0;0;
2008;merge(PaintTask):void;0;0;0;invisible;1;0;0;
2009;run():void;0;0;0;invisible;1;0;0;
2010;commandAction(Command,Displayable):void;0;0;0;invisible;1;0;0;
2011;getDisplay():Display;0;0;0;invisible;1;0;0;
2012;processGameCanvasKeyEvent(GameCanvas,int,boolean):void;0;0;0;invisible;1;0;0;
2013;keyPressed(int):void;0;0;0;invisible;1;0;0;
2014;keyRepeated(int):void;0;0;0;invisible;1;0;0;
2015;keyReleased(int):void;0;0;0;invisible;1;0;0;
2016;pointerPressed(int,int):void;0;0;0;invisible;1;0;0;
2017;pointerReleased(int,int):void;0;0;0;invisible;1;0;0;
2018;pointerDragged(int,int):void;0;0;0;invisible;1;0;0;
2019;paint(Graphics):void;0;0;0;invisible;1;0;0;
2020;getCurrent():Displayable;0;0;0;invisible;1;0;0;
2021;getCurrentUI():DisplayableUI;0;0;0;invisible;1;0;0;
2022;isFullScreenMode():boolean;0;0;0;invisible;1;0;0;
2023;serviceRepaints():void;0;0;0;invisible;1;0;0;
2024;setCurrent(Displayable):void;0;0;0;invisible;1;0;0;
2025;sizeChanged(int,int):void;0;0;0;invisible;1;0;0;
2026;updateCommands():void;0;0;0;invisible;1;0;0;
2027;clean():void;0;0;0;invisible;1;0;0;
2028;run():void;0;0;0;invisible;1;0;0;
2029;run():void;0;0;0;invisible;1;0;0;
2030;run():void;0;0;0;invisible;1;0;0;
2031;run():void;0;0;0;invisible;1;0;0;
2032;run():void;0;0;0;invisible;1;0;0;
2033;delete(int,int):void;0;0;0;invisible;1;0;0;
2034;getCaretPosition():int;0;0;0;invisible;1;0;0;
2035;getChars(char[]):int;0;0;0;invisible;1;0;0;
2036;getConstraints():int;0;0;0;invisible;1;0;0;
2037;getMaxSize():int;0;0;0;invisible;1;0;0;
2038;getString():String;0;0;0;invisible;1;0;0;
2039;insert(char[],int,int,int):void;0;0;0;invisible;1;0;0;
2040;insert(String,int):void;0;0;0;invisible;1;0;0;
2041;setChars(char[],int,int):void;0;0;0;invisible;1;0;0;
2042;setConstraints(int):void;0;0;0;invisible;1;0;0;
2043;setInitialInputMode(String):void;0;0;0;invisible;1;0;0;
2044;setMaxSize(int):int;0;0;0;invisible;1;0;0;
2045;setString(String):void;0;0;0;invisible;1;0;0;
2046;setTicker(Ticker):void;0;0;0;invisible;1;0;0;
2047;setTitle(String):void;0;0;0;invisible;1;0;0;
2048;size():int;0;0;0;invisible;1;0;0;
2049;hideNotify():void;0;0;0;invisible;1;0;0;
2050;paintContent(Graphics):int;0;0;0;invisible;1;0;0;
2051;setCaretPosition(int):void;0;0;0;invisible;1;0;0;
2052;showNotify():void;0;0;0;invisible;1;0;0;
2053;traverse(int,int,int):int;0;0;0;invisible;1;0;0;
2054;clipRect(int,int,int,int):void;0;0;0;invisible;1;0;0;
2055;drawArc(int,int,int,int,int,int):void;0;0;0;invisible;1;0;0;
2056;drawChar(char,int,int,int):void;0;0;0;invisible;1;0;0;
2057;drawChars(char[],int,int,int,int,int):void;0;0;0;invisible;1;0;0;
2058;drawImage(Image,int,int,int):void;0;0;0;invisible;1;0;0;
2059;drawLine(int,int,int,int):void;0;0;0;invisible;1;0;0;
2060;drawRect(int,int,int,int):void;0;0;0;invisible;1;0;0;
2061;drawRoundRect(int,int,int,int,int,int):void;0;0;0;invisible;1;0;0;
2062;drawString(String,int,int,int):void;0;0;0;invisible;1;0;0;
2063;drawSubstring(String,int,int,int,int,int):void;0;0;0;invisible;1;0;0;
2064;fillArc(int,int,int,int,int,int):void;0;0;0;invisible;1;0;0;
2065;fillRect(int,int,int,int):void;0;0;0;invisible;1;0;0;
2066;fillRoundRect(int,int,int,int,int,int):void;0;0;0;invisible;1;0;0;
2067;getBlueComponent():int;0;0;0;invisible;1;0;0;
2068;getClipHeight():int;0;0;0;invisible;1;0;0;
2069;getClipWidth():int;0;0;0;invisible;1;0;0;
2070;getClipX():int;0;0;0;invisible;1;0;0;
2071;getClipY():int;0;0;0;invisible;1;0;0;
2072;getColor():int;0;0;0;invisible;1;0;0;
2073;getFont():Font;0;0;0;invisible;1;0;0;
2074;getGrayScale():int;0;0;0;invisible;1;0;0;
2075;getGreenComponent():int;0;0;0;invisible;1;0;0;
2076;getRedComponent():int;0;0;0;invisible;1;0;0;
2077;getStrokeStyle():int;0;0;0;invisible;1;0;0;
2078;getTranslateX():int;0;0;0;invisible;1;0;0;
2079;getTranslateY():int;0;0;0;invisible;1;0;0;
2080;setClip(int,int,int,int):void;0;0;0;invisible;1;0;0;
2081;setColor(int):void;0;0;0;invisible;1;0;0;
2082;setColor(int,int,int):void;0;0;0;invisible;1;0;0;
2083;setFont(Font):void;0;0;0;invisible;1;0;0;
2084;setGrayScale(int):void;0;0;0;invisible;1;0;0;
2085;setStrokeStyle(int):void;0;0;0;invisible;1;0;0;
2086;translate(int,int):void;0;0;0;invisible;1;0;0;
2087;drawRegion(Image,int,int,int,int,int,int,int,int):void;0;0;0;invisible;1;0;0;
2088;drawRGB(int[],int,int,int,int,int,int,boolean):void;0;0;0;invisible;1;0;0;
2089;fillTriangle(int,int,int,int,int,int):void;0;0;0;invisible;1;0;0;
2090;copyArea(int,int,int,int,int,int,int):void;0;0;0;invisible;1;0;0;
2091;getDisplayColor(int):int;0;0;0;invisible;1;0;0;
2092;implementationError():void;0;0;0;invisible;1;0;0;
2093;playSound(Display):boolean;0;0;0;invisible;1;0;0;
2094;getDate():Date;0;0;0;invisible;1;0;0;
2095;setDate(Date):void;0;0;0;invisible;1;0;0;
2096;getInputMode():int;0;0;0;invisible;1;0;0;
2097;setInputMode(int):void;0;0;0;invisible;1;0;0;
2098;isFocusable():boolean;0;0;0;invisible;1;0;0;
2099;getHeight():int;0;0;0;invisible;1;0;0;
2100;paint(Graphics):int;0;0;0;invisible;1;0;0;
2101;setFocus(boolean):void;0;0;0;invisible;1;0;0;
2102;select():boolean;0;0;0;invisible;1;0;0;
2103;traverse(int,int,int,boolean):int;0;0;0;invisible;1;0;0;
2104;formatDate():String;0;0;0;invisible;1;0;0;
2105;formatTime():String;0;0;0;invisible;1;0;0;
2106;updateDateTimeString():void;0;0;0;invisible;1;0;0;
2107;getAltText():String;0;0;0;invisible;1;0;0;
2108;getAppearanceMode():int;0;0;0;invisible;1;0;0;
2109;getImage():Image;0;0;0;invisible;1;0;0;
2110;getLayout():int;0;0;0;invisible;1;0;0;
2111;setAltText(String):void;0;0;0;invisible;1;0;0;
2112;setImage(Image):void;0;0;0;invisible;1;0;0;
2113;setLayout(int):void;0;0;0;invisible;1;0;0;
2114;getHeight():int;0;0;0;invisible;1;0;0;
2115;paint(Graphics):int;0;0;0;invisible;1;0;0;
2116;traverse(int,int,int,boolean):int;0;0;0;invisible;1;0;0;
2117;getString():String;0;0;0;invisible;1;0;0;
2118;setString(String):void;0;0;0;invisible;1;0;0;
2119;setString(String,int):void;0;0;0;invisible;1;0;0;
2120;getChars(char[]):int;0;0;0;invisible;1;0;0;
2121;setChars(char[],int,int):void;0;0;0;invisible;1;0;0;
2122;insert(String,int):void;0;0;0;invisible;1;0;0;
2123;insert(char[],int,int,int):void;0;0;0;invisible;1;0;0;
2124;delete(int,int):void;0;0;0;invisible;1;0;0;
2125;getMaxSize():int;0;0;0;invisible;1;0;0;
2126;setMaxSize(int):int;0;0;0;invisible;1;0;0;
2127;size():int;0;0;0;invisible;1;0;0;
2128;getCaretPosition():int;0;0;0;invisible;1;0;0;
2129;setConstraints(int):void;0;0;0;invisible;1;0;0;
2130;getConstraints():int;0;0;0;invisible;1;0;0;
2131;setInitialInputMode(String):void;0;0;0;invisible;1;0;0;
2132;isFocusable():boolean;0;0;0;invisible;1;0;0;
2133;getHeight():int;0;0;0;invisible;1;0;0;
2134;paint(Graphics):int;0;0;0;invisible;1;0;0;
2135;paintContent(Graphics):void;0;0;0;invisible;1;0;0;
2136;setCaretPosition(int):void;0;0;0;invisible;1;0;0;
2137;setCaretVisible(boolean):void;0;0;0;invisible;1;0;0;
2138;traverse(int,int,int,boolean):int;0;0;0;invisible;1;0;0;
2139;setFocus(boolean):void;0;0;0;invisible;1;0;0;
2140;getGameAction(int):int;0;0;0;invisible;1;0;0;
2141;getInteractionModes():int;0;0;0;invisible;1;0;0;
2142;getMinContentHeight():int;0;0;0;invisible;1;0;0;
2143;getMinContentWidth():int;0;0;0;invisible;1;0;0;
2144;getPrefContentHeight(int):int;0;0;0;invisible;1;0;0;
2145;getPrefContentWidth(int):int;0;0;0;invisible;1;0;0;
2146;hideNotify():void;0;0;0;invisible;1;0;0;
2147;invalidate():void;0;0;0;invisible;1;0;0;
2148;keyPressed(int):void;0;0;0;invisible;1;0;0;
2149;keyReleased(int):void;0;0;0;invisible;1;0;0;
2150;keyRepeated(int):void;0;0;0;invisible;1;0;0;
2151;paint(Graphics,int,int):void;0;0;0;invisible;1;0;0;
2152;pointerDragged(int,int):void;0;0;0;invisible;1;0;0;
2153;pointerPressed(int,int):void;0;0;0;invisible;1;0;0;
2154;pointerReleased(int,int):void;0;0;0;invisible;1;0;0;
2155;repaint():void;0;0;0;invisible;1;0;0;
2156;repaint(int,int,int,int):void;0;0;0;invisible;1;0;0;
2157;showNotify():void;0;0;0;invisible;1;0;0;
2158;sizeChanged(int,int):void;0;0;0;invisible;1;0;0;
2159;traverse(int,int,int,int[]):boolean;0;0;0;invisible;1;0;0;
2160;traverseOut():void;0;0;0;invisible;1;0;0;
2161;paint(Graphics):int;0;0;0;invisible;1;0;0;
2162;getTime():Date;0;0;0;invisible;1;0;0;
2163;setTime(Date):void;0;0;0;invisible;1;0;0;
2164;paint(Graphics):void;0;0;0;invisible;1;0;0;
2165;keyPressed(int):void;0;0;0;invisible;1;0;0;
2166;getAppearanceMode():int;0;0;0;invisible;1;0;0;
2167;getFont():Font;0;0;0;invisible;1;0;0;
2168;setFont(Font):void;0;0;0;invisible;1;0;0;
2169;setPreferredSize(int,int):void;0;0;0;invisible;1;0;0;
2170;getText():String;0;0;0;invisible;1;0;0;
2171;setText(String):void;0;0;0;invisible;1;0;0;
2172;getHeight():int;0;0;0;invisible;1;0;0;
2173;paint(Graphics):int;0;0;0;invisible;1;0;0;
2174;traverse(int,int,int,boolean):int;0;0;0;invisible;1;0;0;
2175;getTime():Date;0;0;0;invisible;1;0;0;
2176;setTime(Date):void;0;0;0;invisible;1;0;0;
2177;paint(Graphics):void;0;0;0;invisible;1;0;0;
2178;keyPressed(int):void;0;0;0;invisible;1;0;0;
2179;append(String,Image):int;0;0;0;invisible;1;0;0;
2180;delete(int):void;0;0;0;invisible;1;0;0;
2181;deleteAll():void;0;0;0;invisible;1;0;0;
2182;getFitPolicy():int;0;0;0;invisible;1;0;0;
2183;getFont(int):Font;0;0;0;invisible;1;0;0;
2184;getImage(int):Image;0;0;0;invisible;1;0;0;
2185;getSelectedFlags(boolean[]):int;0;0;0;invisible;1;0;0;
2186;getSelectedIndex():int;0;0;0;invisible;1;0;0;
2187;getString(int):String;0;0;0;invisible;1;0;0;
2188;insert(int,String,Image):void;0;0;0;invisible;1;0;0;
2189;isSelected(int):boolean;0;0;0;invisible;1;0;0;
2190;set(int,String,Image):void;0;0;0;invisible;1;0;0;
2191;setFitPolicy(int):void;0;0;0;invisible;1;0;0;
2192;setFont(int,Font):void;0;0;0;invisible;1;0;0;
2193;setSelectedFlags(boolean[]):void;0;0;0;invisible;1;0;0;
2194;setSelectedIndex(int,boolean):void;0;0;0;invisible;1;0;0;
2195;size():int;0;0;0;invisible;1;0;0;
2196;isFocusable():boolean;0;0;0;invisible;1;0;0;
2197;getHeight():int;0;0;0;invisible;1;0;0;
2198;getItemIndexAt(int,int):int;0;0;0;invisible;1;0;0;
2199;getHeightToItem(int):int;0;0;0;invisible;1;0;0;
2200;getItemHeight(int):int;0;0;0;invisible;1;0;0;
2201;paint(Graphics):int;0;0;0;invisible;1;0;0;
2202;select():boolean;0;0;0;invisible;1;0;0;
2203;traverse(int,int,int,boolean):int;0;0;0;invisible;1;0;0;
2204;repaint():void;0;0;0;invisible;1;0;0;
2205;commandAction(Command,Displayable):void;0;0;0;invisible;1;0;0;
2206;getFont():Font;0;0;0;invisible;1;0;0;
2207;setImage(Image):void;0;0;0;invisible;1;0;0;
2208;getHeight():int;0;0;0;invisible;1;0;0;
2209;paint(Graphics):int;0;0;0;invisible;1;0;0;
2210;isSelected():boolean;0;0;0;invisible;1;0;0;
2211;setFont(Font):void;0;0;0;invisible;1;0;0;
2212;setSelectedState(boolean):void;0;0;0;invisible;1;0;0;
2213;setUI(DisplayableUI):void;0;0;0;invisible;1;0;0;
2214;addCommand(Command):void;0;0;0;invisible;1;0;0;
2215;removeCommand(Command):void;0;0;0;invisible;1;0;0;
2216;getWidth():int;0;0;0;invisible;1;0;0;
2217;getHeight():int;0;0;0;invisible;1;0;0;
2218;isShown():boolean;0;0;0;invisible;1;0;0;
2219;getTicker():Ticker;0;0;0;invisible;1;0;0;
2220;setTicker(Ticker):void;0;0;0;invisible;1;0;0;
2221;getTitle():String;0;0;0;invisible;1;0;0;
2222;setTitle(String):void;0;0;0;invisible;1;0;0;
2223;setCommandListener(CommandListener):void;0;0;0;invisible;1;0;0;
2224;sizeChanged(int,int):void;0;0;0;invisible;1;0;0;
2225;getCommandListener():CommandListener;0;0;0;invisible;1;0;0;
2226;getCommands():Vector;0;0;0;invisible;1;0;0;
2227;hideNotify():void;0;0;0;invisible;1;0;0;
2228;hideNotify(Display):void;0;0;0;invisible;1;0;0;
2229;keyPressed(int):void;0;0;0;invisible;1;0;0;
2230;keyRepeated(int):void;0;0;0;invisible;1;0;0;
2231;keyReleased(int):void;0;0;0;invisible;1;0;0;
2232;pointerPressed(int,int):void;0;0;0;invisible;1;0;0;
2233;pointerReleased(int,int):void;0;0;0;invisible;1;0;0;
2234;pointerDragged(int,int):void;0;0;0;invisible;1;0;0;
2235;paint(Graphics):void;0;0;0;invisible;1;0;0;
2236;repaint():void;0;0;0;invisible;1;0;0;
2237;repaint(int,int,int,int):void;0;0;0;invisible;1;0;0;
2238;showNotify():void;0;0;0;invisible;1;0;0;
2239;showNotify(Display):void;0;0;0;invisible;1;0;0;
2240;getImage():Image;0;0;0;invisible;1;0;0;
2241;setImage(Image):void;0;0;0;invisible;1;0;0;
2242;getText():String;0;0;0;invisible;1;0;0;
2243;setText(String):void;0;0;0;invisible;1;0;0;
2244;getHeight():int;0;0;0;invisible;1;0;0;
2245;invertPaint(boolean):void;0;0;0;invisible;1;0;0;
2246;paint(Graphics):int;0;0;0;invisible;1;0;0;
2247;getCharHeight():int;0;0;0;invisible;1;0;0;
2248;getCharPositionX(int):int;0;0;0;invisible;1;0;0;
2249;getCharPositionY(int):int;0;0;0;invisible;1;0;0;
2250;getHeight():int;0;0;0;invisible;1;0;0;
2251;getText():String;0;0;0;invisible;1;0;0;
2252;invertPaint(boolean):void;0;0;0;invisible;1;0;0;
2253;paint(Graphics):int;0;0;0;invisible;1;0;0;
2254;setText(String):void;0;0;0;invisible;1;0;0;
2255;setWidthDecreaser(int):void;0;0;0;invisible;1;0;0;
2256;insertBreak(int):void;0;0;0;invisible;1;0;0;
2257;updateBreaks():void;0;0;0;invisible;1;0;0;
2258;Font(int,int,int);0;0;0;invisible;1;0;0;
2259;Form(String);0;0;0;invisible;1;0;0;
2260;Form(String,Item[]);0;0;0;invisible;1;0;0;
2261;Item(String);0;0;0;invisible;1;0;0;
2262;List(String,int);0;0;0;invisible;1;0;0;
2263;List(String,int,String[],Image[]);0;0;0;invisible;1;0;0;
2264;Alert(String);0;0;0;invisible;1;0;0;
2265;Alert(String,String,Image,AlertType);0;0;0;invisible;1;0;0;
2266;Gauge(String,boolean,int,int);0;0;0;invisible;1;0;0;
2267;Image();0;0;0;invisible;1;0;0;
2268;Canvas();0;0;0;invisible;1;0;0;
2269;Screen(String);0;0;0;invisible;1;0;0;
2270;Spacer(int,int);0;0;0;invisible;1;0;0;
2271;Ticker(String);0;0;0;invisible;1;0;0;
2272;Command(String,int,int);0;0;0;invisible;1;0;0;
2273;Command(String,String,int,int);0;0;0;invisible;1;0;0;
2274;Display();0;0;0;invisible;1;0;0;
2275;Display.RunnableWrapper(Runnable);0;0;0;invisible;1;0;0;
2276;Display.EventDispatcher();0;0;0;invisible;1;0;0;
2277;Display.PaintTask(int,int,int,int);0;0;0;invisible;1;0;0;
2278;Display.AlertTimeout(int);0;0;0;invisible;1;0;0;
2279;Display.DisplayAccessor(Display);0;0;0;invisible;1;0;0;
2280;Display.ShowHideNotifyEvent(short,Displayable,Displayable);0;0;0;invisible;1;0;0;
2281;Display.PointerEvent(short,int,int);0;0;0;invisible;1;0;0;
2282;Display.KeyEvent(short,int);0;0;0;invisible;1;0;0;
2283;Display.TickerPaintTask();0;0;0;invisible;1;0;0;
2284;Display.GaugePaintTask();0;0;0;invisible;1;0;0;
2285;TextBox(String,String,int,int);0;0;0;invisible;1;0;0;
2286;Graphics();0;0;0;invisible;1;0;0;
2287;AlertType();0;0;0;invisible;1;0;0;
2288;DateField(String,int);0;0;0;invisible;1;0;0;
2289;DateField(String,int,TimeZone);0;0;0;invisible;1;0;0;
2290;ImageItem(String,Image,int,String);0;0;0;invisible;1;0;0;
2291;ImageItem(String,Image,int,String,int);0;0;0;invisible;1;0;0;
2292;TextField(String,String,int,int);0;0;0;invisible;1;0;0;
2293;CustomItem(String);0;0;0;invisible;1;0;0;
2294;DateCanvas();0;0;0;invisible;1;0;0;
2295;StringItem(String,String);0;0;0;invisible;1;0;0;
2296;StringItem(String,String,int);0;0;0;invisible;1;0;0;
2297;TimeCanvas();0;0;0;invisible;1;0;0;
2298;ChoiceGroup(String,int);0;0;0;invisible;1;0;0;
2299;ChoiceGroup(String,int,String[],Image[]);0;0;0;invisible;1;0;0;
2300;ChoiceGroup(String,int,boolean);0;0;0;invisible;1;0;0;
2301;ChoiceGroup(String,int,String[],Image[],boolean);0;0;0;invisible;1;0;0;
2302;ChoiceGroup.ImplicitListener();0;0;0;invisible;1;0;0;
2303;ChoiceGroup.ChoiceItem(String,Image,String);0;0;0;invisible;1;0;0;
2304;Displayable(String);0;0;0;invisible;1;0;0;
2305;ImageStringItem(String,Image,String);0;0;0;invisible;1;0;0;
2306;StringComponent();0;0;0;invisible;1;0;0;
2307;StringComponent(String);0;0;0;invisible;1;0;0;
2308;getDefaultFont():Font;0;0;0;invisible;1;0;0;
2309;getFont(int):Font;0;0;0;invisible;1;0;0;
2310;getFont(int,int,int):Font;0;0;0;invisible;1;0;0;
2311;createImage(int,int):Image;0;0;0;invisible;1;0;0;
2312;createImage(String):Image;0;0;0;invisible;1;0;0;
2313;createImage(Image):Image;0;0;0;invisible;1;0;0;
2314;createImage(byte[],int,int):Image;0;0;0;invisible;1;0;0;
2315;createImage(InputStream):Image;0;0;0;invisible;1;0;0;
2316;createImage(Image,int,int,int,int,int):Image;0;0;0;invisible;1;0;0;
2317;createRGBImage(int[],int,int,boolean):Image;0;0;0;invisible;1;0;0;
2318;getDisplay(MIDlet):Display;0;0;0;invisible;1;0;0;
2319;getGameAction(int):int;0;0;0;invisible;1;0;0;
2320;getKeyCode(int):int;0;0;0;invisible;1;0;0;
2321;getKeyName(int):String;0;0;0;invisible;1;0;0;
2322;setSize(int,int):void;0;0;0;invisible;1;0;0;
2323;getWidth():int;0;0;0;invisible;1;0;0;
2324;getHeight():int;0;0;0;invisible;1;0;0;
2325;getX():int;0;0;0;invisible;1;0;0;
2326;getY():int;0;0;0;invisible;1;0;0;
2327;isVisible():boolean;0;0;0;invisible;1;0;0;
2328;move(int,int):void;0;0;0;invisible;1;0;0;
2329;paint(Graphics):void;0;0;0;invisible;1;0;0;
2330;setPosition(int,int):void;0;0;0;invisible;1;0;0;
2331;setVisible(boolean):void;0;0;0;invisible;1;0;0;
2332;collidesWith(Image,int,int,boolean):boolean;0;0;0;invisible;1;0;0;
2333;collidesWith(TiledLayer,boolean):boolean;0;0;0;invisible;1;0;0;
2334;collidesWith(Sprite,boolean):boolean;0;0;0;invisible;1;0;0;
2335;defineReferencePixel(int,int):void;0;0;0;invisible;1;0;0;
2336;getRefPixelX():int;0;0;0;invisible;1;0;0;
2337;getRefPixelY():int;0;0;0;invisible;1;0;0;
2338;setRefPixelPosition(int,int):void;0;0;0;invisible;1;0;0;
2339;defineCollisionRectangle(int,int,int,int):void;0;0;0;invisible;1;0;0;
2340;setFrameSequence(int[]):void;0;0;0;invisible;1;0;0;
2341;getFrame():int;0;0;0;invisible;1;0;0;
2342;getFrameSequenceLength():int;0;0;0;invisible;1;0;0;
2343;setFrame(int):void;0;0;0;invisible;1;0;0;
2344;nextFrame():void;0;0;0;invisible;1;0;0;
2345;prevFrame():void;0;0;0;invisible;1;0;0;
2346;setImage(Image,int,int):void;0;0;0;invisible;1;0;0;
2347;paint(Graphics):void;0;0;0;invisible;1;0;0;
2348;getRawFrameCount():int;0;0;0;invisible;1;0;0;
2349;setTransform(int):void;0;0;0;invisible;1;0;0;
2350;collidesWith(Object,int,int):boolean;0;0;0;invisible;1;0;0;
2351;collidesWithPixelLevel(Object,int,int):boolean;0;0;0;invisible;1;0;0;
2352;getGraphics():Graphics;0;0;0;invisible;1;0;0;
2353;paint(Graphics):void;0;0;0;invisible;1;0;0;
2354;flushGraphics(int,int,int,int):void;0;0;0;invisible;1;0;0;
2355;flushGraphics():void;0;0;0;invisible;1;0;0;
2356;getKeyStates():int;0;0;0;invisible;1;0;0;
2357;suppressedKeyEvents(GameCanvas):boolean;0;0;0;invisible;1;0;0;
2358;recordKeyPressed(GameCanvas,int):void;0;0;0;invisible;1;0;0;
2359;recordKeyReleased(GameCanvas,int):void;0;0;0;invisible;1;0;0;
2360;setActualKeyState(GameCanvas,int):void;0;0;0;invisible;1;0;0;
2361;initBuffer():void;0;0;0;invisible;1;0;0;
2362;createAnimatedTile(int):int;0;0;0;invisible;1;0;0;
2363;getAnimatedTile(int):int;0;0;0;invisible;1;0;0;
2364;setAnimatedTile(int,int):void;0;0;0;invisible;1;0;0;
2365;getCell(int,int):int;0;0;0;invisible;1;0;0;
2366;setCell(int,int,int):void;0;0;0;invisible;1;0;0;
2367;setStaticTileSet(Image,int,int):void;0;0;0;invisible;1;0;0;
2368;fillCells(int,int,int,int,int):void;0;0;0;invisible;1;0;0;
2369;getColumns():int;0;0;0;invisible;1;0;0;
2370;getRows():int;0;0;0;invisible;1;0;0;
2371;getCellWidth():int;0;0;0;invisible;1;0;0;
2372;getCellHeight():int;0;0;0;invisible;1;0;0;
2373;paint(Graphics):void;0;0;0;invisible;1;0;0;
2374;append(Layer):void;0;0;0;invisible;1;0;0;
2375;getLayerAt(int):Layer;0;0;0;invisible;1;0;0;
2376;getSize():int;0;0;0;invisible;1;0;0;
2377;insert(Layer,int):void;0;0;0;invisible;1;0;0;
2378;remove(Layer):void;0;0;0;invisible;1;0;0;
2379;setViewWindow(int,int,int,int):void;0;0;0;invisible;1;0;0;
2380;paint(Graphics,int,int):void;0;0;0;invisible;1;0;0;
2381;Layer(int,int,int,int,boolean);0;0;0;invisible;1;0;0;
2382;Sprite(Image);0;0;0;invisible;1;0;0;
2383;Sprite(Image,int,int);0;0;0;invisible;1;0;0;
2384;Sprite(Sprite);0;0;0;invisible;1;0;0;
2385;GameCanvas(boolean);0;0;0;invisible;1;0;0;
2386;GameCanvas.KeyAccess();0;0;0;invisible;1;0;0;
