no;methodName;statements;involvedModules;fragments;visibility;baseSplit;fineGrained;nested;
435;readLength(InputStream,int):int;0;0;0;invisible;1;0;0;
436;createPrimitiveDERObject(int,byte[]):DERObject;0;0;0;invisible;1;0;0;
437;getInstance(ASN1TaggedObject,boolean):ASN1OctetString;0;0;0;invisible;1;0;0;
438;getInstance(Object):ASN1OctetString;0;0;0;invisible;1;0;0;
439;getInstance(ASN1TaggedObject,boolean):ASN1TaggedObject;0;0;0;invisible;1;0;0;
440;getInstance(Object):ASN1TaggedObject;0;0;0;invisible;1;0;0;
441;getInstance(Object):DERGeneralString;0;0;0;invisible;1;0;0;
442;getInstance(ASN1TaggedObject,boolean):DERGeneralString;0;0;0;invisible;1;0;0;
443;getInstance(Object):DERNumericString;0;0;0;invisible;1;0;0;
444;getInstance(ASN1TaggedObject,boolean):DERNumericString;0;0;0;invisible;1;0;0;
445;isNumericString(String):boolean;0;0;0;invisible;1;0;0;
446;getInstance(Object):DERVisibleString;0;0;0;invisible;1;0;0;
447;getInstance(ASN1TaggedObject,boolean):DERVisibleString;0;0;0;invisible;1;0;0;
448;getInstance(Object):DERGeneralizedTime;0;0;0;invisible;1;0;0;
449;getInstance(ASN1TaggedObject,boolean):DERGeneralizedTime;0;0;0;invisible;1;0;0;
450;getInstance(Object):DERPrintableString;0;0;0;invisible;1;0;0;
451;getInstance(ASN1TaggedObject,boolean):DERPrintableString;0;0;0;invisible;1;0;0;
452;isPrintableString(String):boolean;0;0;0;invisible;1;0;0;
453;getInstance(Object):DERUniversalString;0;0;0;invisible;1;0;0;
454;getInstance(ASN1TaggedObject,boolean):DERUniversalString;0;0;0;invisible;1;0;0;
455;getInstance(Object):DERObjectIdentifier;0;0;0;invisible;1;0;0;
456;getInstance(ASN1TaggedObject,boolean):DERObjectIdentifier;0;0;0;invisible;1;0;0;
457;isValidIdentifier(String):boolean;0;0;0;invisible;1;0;0;
458;toBytes(Vector):byte[];0;0;0;invisible;1;0;0;
459;getTime():String;0;0;0;invisible;1;0;0;
460;getDERObject():DERObject;0;0;0;invisible;1;0;0;
461;getVersion():int;0;0;0;invisible;1;0;0;
462;getBaseCertificateID():IssuerSerial;0;0;0;invisible;1;0;0;
463;getEntityName():GeneralNames;0;0;0;invisible;1;0;0;
464;getObjectDigestInfo():ObjectDigestInfo;0;0;0;invisible;1;0;0;
465;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
466;getTargetGroup():GeneralName;0;0;0;invisible;1;0;0;
467;getTargetName():GeneralName;0;0;0;invisible;1;0;0;
468;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
469;getIssuerName():GeneralNames;0;0;0;invisible;1;0;0;
470;getBaseCertificateID():IssuerSerial;0;0;0;invisible;1;0;0;
471;getObjectDigestInfo():ObjectDigestInfo;0;0;0;invisible;1;0;0;
472;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
473;getTargets():Target[];0;0;0;invisible;1;0;0;
474;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
475;toString():String;0;0;0;invisible;1;0;0;
476;isEncoded(String):Boolean;0;0;0;invisible;1;0;0;
477;decodeOID(String,Hashtable):DERObjectIdentifier;0;0;0;invisible;1;0;0;
478;getOIDs():Vector;0;0;0;invisible;1;0;0;
479;getValues():Vector;0;0;0;invisible;1;0;0;
480;getValues(DERObjectIdentifier):Vector;0;0;0;invisible;1;0;0;
481;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
482;equals(Object,boolean):boolean;0;0;0;invisible;1;0;0;
483;equals(Object):boolean;0;0;0;invisible;1;0;0;
484;equivalentStrings(String,String):boolean;0;0;0;invisible;1;0;0;
485;stripInternalSpaces(String):String;0;0;0;invisible;1;0;0;
486;hashCode():int;0;0;0;invisible;1;0;0;
487;appendValue(StringBuffer,Hashtable,DERObjectIdentifier,String):void;0;0;0;invisible;1;0;0;
488;toString(boolean,Hashtable):String;0;0;0;invisible;1;0;0;
489;bytesToString(byte[]):String;0;0;0;invisible;1;0;0;
490;toString():String;0;0;0;invisible;1;0;0;
491;getAttrType():DERObjectIdentifier;0;0;0;invisible;1;0;0;
492;getAttrValues():ASN1Set;0;0;0;invisible;1;0;0;
493;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
494;getCRLNumber():BigInteger;0;0;0;invisible;1;0;0;
495;toString():String;0;0;0;invisible;1;0;0;
496;toString():String;0;0;0;invisible;1;0;0;
497;getAlgorithmId():AlgorithmIdentifier;0;0;0;invisible;1;0;0;
498;getDigest():byte[];0;0;0;invisible;1;0;0;
499;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
500;getRoleAuthority():GeneralNames;0;0;0;invisible;1;0;0;
501;getRoleName():GeneralName;0;0;0;invisible;1;0;0;
502;getRoleNameAsString():String;0;0;0;invisible;1;0;0;
503;getRoleAuthorityAsString():String[];0;0;0;invisible;1;0;0;
504;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
505;toString():String;0;0;0;invisible;1;0;0;
506;getNoticeRef():NoticeReference;0;0;0;invisible;1;0;0;
507;getExplicitText():DisplayText;0;0;0;invisible;1;0;0;
508;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
509;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
510;getString():String;0;0;0;invisible;1;0;0;
511;getTagNo():int;0;0;0;invisible;1;0;0;
512;getName():DEREncodable;0;0;0;invisible;1;0;0;
513;toString():String;0;0;0;invisible;1;0;0;
514;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
515;getVersion():int;0;0;0;invisible;1;0;0;
516;getVersionNumber():DERInteger;0;0;0;invisible;1;0;0;
517;getSignature():AlgorithmIdentifier;0;0;0;invisible;1;0;0;
518;getIssuer():X509Name;0;0;0;invisible;1;0;0;
519;getThisUpdate():Time;0;0;0;invisible;1;0;0;
520;getNextUpdate():Time;0;0;0;invisible;1;0;0;
521;getRevokedCertificates():CRLEntry[];0;0;0;invisible;1;0;0;
522;getRevokedCertificateEnumeration():Enumeration;0;0;0;invisible;1;0;0;
523;getExtensions():X509Extensions;0;0;0;invisible;1;0;0;
524;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
525;getUserCertificate():DERInteger;0;0;0;invisible;1;0;0;
526;getRevocationDate():Time;0;0;0;invisible;1;0;0;
527;getExtensions():X509Extensions;0;0;0;invisible;1;0;0;
528;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
529;hasMoreElements():boolean;0;0;0;invisible;1;0;0;
530;nextElement():Object;0;0;0;invisible;1;0;0;
531;hasMoreElements():boolean;0;0;0;invisible;1;0;0;
532;nextElement():Object;0;0;0;invisible;1;0;0;
533;getDistributionPoints():DistributionPoint[];0;0;0;invisible;1;0;0;
534;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
535;toString():String;0;0;0;invisible;1;0;0;
536;getP():BigInteger;0;0;0;invisible;1;0;0;
537;getQ():BigInteger;0;0;0;invisible;1;0;0;
538;getG():BigInteger;0;0;0;invisible;1;0;0;
539;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
540;getNames():GeneralName[];0;0;0;invisible;1;0;0;
541;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
542;toString():String;0;0;0;invisible;1;0;0;
543;getIssuer():GeneralNames;0;0;0;invisible;1;0;0;
544;getSerial():DERInteger;0;0;0;invisible;1;0;0;
545;getIssuerUID():DERBitString;0;0;0;invisible;1;0;0;
546;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
547;getIssuer():ASN1Encodable;0;0;0;invisible;1;0;0;
548;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
549;isCritical():boolean;0;0;0;invisible;1;0;0;
550;getValue():ASN1OctetString;0;0;0;invisible;1;0;0;
551;hashCode():int;0;0;0;invisible;1;0;0;
552;equals(Object):boolean;0;0;0;invisible;1;0;0;
553;getBase():GeneralName;0;0;0;invisible;1;0;0;
554;getMinimum():BigInteger;0;0;0;invisible;1;0;0;
555;getMaximum():BigInteger;0;0;0;invisible;1;0;0;
556;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
557;getPolicyAuthority():GeneralNames;0;0;0;invisible;1;0;0;
558;getValueType():int;0;0;0;invisible;1;0;0;
559;getValues():Object[];0;0;0;invisible;1;0;0;
560;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
561;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
562;oids():Enumeration;0;0;0;invisible;1;0;0;
563;getExtension(DERObjectIdentifier):X509Extension;0;0;0;invisible;1;0;0;
564;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
565;equivalent(X509Extensions):boolean;0;0;0;invisible;1;0;0;
566;getTBSCertList():TBSCertList;0;0;0;invisible;1;0;0;
567;getRevokedCertificates():CRLEntry[];0;0;0;invisible;1;0;0;
568;getRevokedCertificateEnumeration():Enumeration;0;0;0;invisible;1;0;0;
569;getSignatureAlgorithm():AlgorithmIdentifier;0;0;0;invisible;1;0;0;
570;getSignature():DERBitString;0;0;0;invisible;1;0;0;
571;getVersion():int;0;0;0;invisible;1;0;0;
572;getIssuer():X509Name;0;0;0;invisible;1;0;0;
573;getThisUpdate():Time;0;0;0;invisible;1;0;0;
574;getNextUpdate():Time;0;0;0;invisible;1;0;0;
575;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
576;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
577;getForward():X509CertificateStructure;0;0;0;invisible;1;0;0;
578;getReverse():X509CertificateStructure;0;0;0;invisible;1;0;0;
579;createSequence(Vector):DERSequence;0;0;0;invisible;1;0;0;
580;getPermittedSubtrees():ASN1Sequence;0;0;0;invisible;1;0;0;
581;getExcludedSubtrees():ASN1Sequence;0;0;0;invisible;1;0;0;
582;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
583;getOrganization():DisplayText;0;0;0;invisible;1;0;0;
584;getNoticeNumbers():ASN1Sequence;0;0;0;invisible;1;0;0;
585;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
586;isCA():boolean;0;0;0;invisible;1;0;0;
587;getPathLenConstraint():BigInteger;0;0;0;invisible;1;0;0;
588;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
589;toString():String;0;0;0;invisible;1;0;0;
590;hasKeyPurposeId(KeyPurposeId):boolean;0;0;0;invisible;1;0;0;
591;getUsages():Vector;0;0;0;invisible;1;0;0;
592;size():int;0;0;0;invisible;1;0;0;
593;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
594;getDigestedObjectType():DEREnumerated;0;0;0;invisible;1;0;0;
595;getOtherObjectTypeID():DERObjectIdentifier;0;0;0;invisible;1;0;0;
596;getDigestAlgorithm():AlgorithmIdentifier;0;0;0;invisible;1;0;0;
597;getObjectDigest():DERBitString;0;0;0;invisible;1;0;0;
598;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
599;getAccessMethod():DERObjectIdentifier;0;0;0;invisible;1;0;0;
600;getAccessLocation():GeneralName;0;0;0;invisible;1;0;0;
601;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
602;toString():String;0;0;0;invisible;1;0;0;
603;getDistributionPoint():DistributionPointName;0;0;0;invisible;1;0;0;
604;getReasons():ReasonFlags;0;0;0;invisible;1;0;0;
605;getCRLIssuer():GeneralNames;0;0;0;invisible;1;0;0;
606;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
607;toString():String;0;0;0;invisible;1;0;0;
608;appendObject(StringBuffer,String,String,String):void;0;0;0;invisible;1;0;0;
609;getPolicyIdentifier():DERObjectIdentifier;0;0;0;invisible;1;0;0;
610;getPolicyQualifiers():ASN1Sequence;0;0;0;invisible;1;0;0;
611;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
612;getTargetsObjects():Targets[];0;0;0;invisible;1;0;0;
613;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
614;hasMoreTokens():boolean;0;0;0;invisible;1;0;0;
615;nextToken():String;0;0;0;invisible;1;0;0;
616;getObjectId():DERObjectIdentifier;0;0;0;invisible;1;0;0;
617;getParameters():DEREncodable;0;0;0;invisible;1;0;0;
618;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
619;addPolicy(String):void;0;0;0;invisible;1;0;0;
620;getPolicy(int):String;0;0;0;invisible;1;0;0;
621;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
622;toString():String;0;0;0;invisible;1;0;0;
623;getPolicyQualifierId():DERObjectIdentifier;0;0;0;invisible;1;0;0;
624;getQualifier():DEREncodable;0;0;0;invisible;1;0;0;
625;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
626;getAcinfo():AttributeCertificateInfo;0;0;0;invisible;1;0;0;
627;getSignatureAlgorithm():AlgorithmIdentifier;0;0;0;invisible;1;0;0;
628;getSignatureValue():DERBitString;0;0;0;invisible;1;0;0;
629;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
630;getKeyIdentifier():byte[];0;0;0;invisible;1;0;0;
631;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
632;getAlgorithmId():AlgorithmIdentifier;0;0;0;invisible;1;0;0;
633;getPublicKey():DERObject;0;0;0;invisible;1;0;0;
634;getPublicKeyData():DERBitString;0;0;0;invisible;1;0;0;
635;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
636;getNotBeforeTime():DERGeneralizedTime;0;0;0;invisible;1;0;0;
637;getNotAfterTime():DERGeneralizedTime;0;0;0;invisible;1;0;0;
638;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
639;getType():int;0;0;0;invisible;1;0;0;
640;getName():ASN1Encodable;0;0;0;invisible;1;0;0;
641;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
642;toString():String;0;0;0;invisible;1;0;0;
643;appendObject(StringBuffer,String,String,String):void;0;0;0;invisible;1;0;0;
644;getNotBefore():DERGeneralizedTime;0;0;0;invisible;1;0;0;
645;getNotAfter():DERGeneralizedTime;0;0;0;invisible;1;0;0;
646;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
647;getModulus():BigInteger;0;0;0;invisible;1;0;0;
648;getPublicExponent():BigInteger;0;0;0;invisible;1;0;0;
649;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
650;getKeyIdentifier():byte[];0;0;0;invisible;1;0;0;
651;getAuthorityCertIssuer():GeneralNames;0;0;0;invisible;1;0;0;
652;getAuthorityCertSerialNumber():BigInteger;0;0;0;invisible;1;0;0;
653;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
654;toString():String;0;0;0;invisible;1;0;0;
655;setSignature(AlgorithmIdentifier):void;0;0;0;invisible;1;0;0;
656;setIssuer(X509Name):void;0;0;0;invisible;1;0;0;
657;setThisUpdate(DERUTCTime):void;0;0;0;invisible;1;0;0;
658;setNextUpdate(DERUTCTime):void;0;0;0;invisible;1;0;0;
659;setThisUpdate(Time):void;0;0;0;invisible;1;0;0;
660;setNextUpdate(Time):void;0;0;0;invisible;1;0;0;
661;addCRLEntry(ASN1Sequence):void;0;0;0;invisible;1;0;0;
662;addCRLEntry(DERInteger,DERUTCTime,int):void;0;0;0;invisible;1;0;0;
663;addCRLEntry(DERInteger,Time,int):void;0;0;0;invisible;1;0;0;
664;addCRLEntry(DERInteger,Time,int,DERGeneralizedTime):void;0;0;0;invisible;1;0;0;
665;addCRLEntry(DERInteger,Time,X509Extensions):void;0;0;0;invisible;1;0;0;
666;setExtensions(X509Extensions):void;0;0;0;invisible;1;0;0;
667;generateTBSCertList():TBSCertList;0;0;0;invisible;1;0;0;
668;convertHexEncoded(String,int):DERObject;0;0;0;invisible;1;0;0;
669;canBePrintable(String):boolean;0;0;0;invisible;1;0;0;
670;getConvertedValue(DERObjectIdentifier,String):DERObject;0;0;0;invisible;1;0;0;
671;getVersion():int;0;0;0;invisible;1;0;0;
672;getVersionNumber():DERInteger;0;0;0;invisible;1;0;0;
673;getSerialNumber():DERInteger;0;0;0;invisible;1;0;0;
674;getSignature():AlgorithmIdentifier;0;0;0;invisible;1;0;0;
675;getIssuer():X509Name;0;0;0;invisible;1;0;0;
676;getStartDate():Time;0;0;0;invisible;1;0;0;
677;getEndDate():Time;0;0;0;invisible;1;0;0;
678;getSubject():X509Name;0;0;0;invisible;1;0;0;
679;getSubjectPublicKeyInfo():SubjectPublicKeyInfo;0;0;0;invisible;1;0;0;
680;getIssuerUniqueId():DERBitString;0;0;0;invisible;1;0;0;
681;getSubjectUniqueId():DERBitString;0;0;0;invisible;1;0;0;
682;getExtensions():X509Extensions;0;0;0;invisible;1;0;0;
683;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
684;reset():void;0;0;0;invisible;1;0;0;
685;addExtension(DERObjectIdentifier,boolean,DEREncodable):void;0;0;0;invisible;1;0;0;
686;addExtension(DERObjectIdentifier,boolean,byte[]):void;0;0;0;invisible;1;0;0;
687;isEmpty():boolean;0;0;0;invisible;1;0;0;
688;generate():X509Extensions;0;0;0;invisible;1;0;0;
689;getVersion():DERInteger;0;0;0;invisible;1;0;0;
690;getHolder():Holder;0;0;0;invisible;1;0;0;
691;getIssuer():AttCertIssuer;0;0;0;invisible;1;0;0;
692;getSignature():AlgorithmIdentifier;0;0;0;invisible;1;0;0;
693;getSerialNumber():DERInteger;0;0;0;invisible;1;0;0;
694;getAttrCertValidityPeriod():AttCertValidityPeriod;0;0;0;invisible;1;0;0;
695;getAttributes():ASN1Sequence;0;0;0;invisible;1;0;0;
696;getIssuerUniqueID():DERBitString;0;0;0;invisible;1;0;0;
697;getExtensions():X509Extensions;0;0;0;invisible;1;0;0;
698;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
699;onlyContainsUserCerts():boolean;0;0;0;invisible;1;0;0;
700;onlyContainsCACerts():boolean;0;0;0;invisible;1;0;0;
701;isIndirectCRL():boolean;0;0;0;invisible;1;0;0;
702;onlyContainsAttributeCerts():boolean;0;0;0;invisible;1;0;0;
703;getDistributionPoint():DistributionPointName;0;0;0;invisible;1;0;0;
704;getOnlySomeReasons():ReasonFlags;0;0;0;invisible;1;0;0;
705;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
706;toString():String;0;0;0;invisible;1;0;0;
707;appendObject(StringBuffer,String,String,String):void;0;0;0;invisible;1;0;0;
708;booleanToString(boolean):String;0;0;0;invisible;1;0;0;
709;getTBSCertificate():TBSCertificateStructure;0;0;0;invisible;1;0;0;
710;getVersion():int;0;0;0;invisible;1;0;0;
711;getSerialNumber():DERInteger;0;0;0;invisible;1;0;0;
712;getIssuer():X509Name;0;0;0;invisible;1;0;0;
713;getStartDate():Time;0;0;0;invisible;1;0;0;
714;getEndDate():Time;0;0;0;invisible;1;0;0;
715;getSubject():X509Name;0;0;0;invisible;1;0;0;
716;getSubjectPublicKeyInfo():SubjectPublicKeyInfo;0;0;0;invisible;1;0;0;
717;getSignatureAlgorithm():AlgorithmIdentifier;0;0;0;invisible;1;0;0;
718;getSignature():DERBitString;0;0;0;invisible;1;0;0;
719;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
720;setSerialNumber(DERInteger):void;0;0;0;invisible;1;0;0;
721;setSignature(AlgorithmIdentifier):void;0;0;0;invisible;1;0;0;
722;setIssuer(X509Name):void;0;0;0;invisible;1;0;0;
723;setStartDate(Time):void;0;0;0;invisible;1;0;0;
724;setStartDate(DERUTCTime):void;0;0;0;invisible;1;0;0;
725;setEndDate(Time):void;0;0;0;invisible;1;0;0;
726;setEndDate(DERUTCTime):void;0;0;0;invisible;1;0;0;
727;setSubject(X509Name):void;0;0;0;invisible;1;0;0;
728;setSubjectPublicKeyInfo(SubjectPublicKeyInfo):void;0;0;0;invisible;1;0;0;
729;generateTBSCertificate():TBSCertificateStructure;0;0;0;invisible;1;0;0;
730;setSerialNumber(DERInteger):void;0;0;0;invisible;1;0;0;
731;setSignature(AlgorithmIdentifier):void;0;0;0;invisible;1;0;0;
732;setIssuer(X509Name):void;0;0;0;invisible;1;0;0;
733;setStartDate(DERUTCTime):void;0;0;0;invisible;1;0;0;
734;setStartDate(Time):void;0;0;0;invisible;1;0;0;
735;setEndDate(DERUTCTime):void;0;0;0;invisible;1;0;0;
736;setEndDate(Time):void;0;0;0;invisible;1;0;0;
737;setSubject(X509Name):void;0;0;0;invisible;1;0;0;
738;setSubjectPublicKeyInfo(SubjectPublicKeyInfo):void;0;0;0;invisible;1;0;0;
739;setExtensions(X509Extensions):void;0;0;0;invisible;1;0;0;
740;generateTBSCertificate():TBSCertificateStructure;0;0;0;invisible;1;0;0;
741;getConvertedValue(DERObjectIdentifier,String):DERObject;0;0;0;invisible;1;0;0;
742;getAccessDescriptions():AccessDescription[];0;0;0;invisible;1;0;0;
743;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
744;toString():String;0;0;0;invisible;1;0;0;
745;toASN1Object():DERObject;0;0;0;invisible;1;0;0;
746;getAttributes():Vector;0;0;0;invisible;1;0;0;
747;setHolder(Holder):void;0;0;0;invisible;1;0;0;
748;addAttribute(String,ASN1Encodable):void;0;0;0;invisible;1;0;0;
749;addAttribute(Attribute):void;0;0;0;invisible;1;0;0;
750;setSerialNumber(DERInteger):void;0;0;0;invisible;1;0;0;
751;setSignature(AlgorithmIdentifier):void;0;0;0;invisible;1;0;0;
752;setIssuer(AttCertIssuer):void;0;0;0;invisible;1;0;0;
753;setStartDate(DERGeneralizedTime):void;0;0;0;invisible;1;0;0;
754;setEndDate(DERGeneralizedTime):void;0;0;0;invisible;1;0;0;
755;setIssuerUniqueID(DERBitString):void;0;0;0;invisible;1;0;0;
756;setExtensions(X509Extensions):void;0;0;0;invisible;1;0;0;
757;generateAttributeCertificateInfo():AttributeCertificateInfo;0;0;0;invisible;1;0;0;
758;Time(DERObject);0;0;0;invisible;1;0;0;
759;Holder(ASN1TaggedObject);0;0;0;invisible;1;0;0;
760;Holder(ASN1Sequence);0;0;0;invisible;1;0;0;
761;Holder(IssuerSerial);0;0;0;invisible;1;0;0;
762;Holder(IssuerSerial,int);0;0;0;invisible;1;0;0;
763;Holder(GeneralNames);0;0;0;invisible;1;0;0;
764;Holder(GeneralNames,int);0;0;0;invisible;1;0;0;
765;Holder(ObjectDigestInfo);0;0;0;invisible;1;0;0;
766;Target(ASN1TaggedObject);0;0;0;invisible;1;0;0;
767;Target(int,GeneralName);0;0;0;invisible;1;0;0;
768;V2Form(GeneralNames);0;0;0;invisible;1;0;0;
769;V2Form(ASN1Sequence);0;0;0;invisible;1;0;0;
770;Targets(ASN1Sequence);0;0;0;invisible;1;0;0;
771;Targets(Target[]);0;0;0;invisible;1;0;0;
772;KeyUsage(int);0;0;0;invisible;1;0;0;
773;KeyUsage(DERBitString);0;0;0;invisible;1;0;0;
774;X509Name(ASN1Sequence);0;0;0;invisible;1;0;0;
775;X509Name(Hashtable);0;0;0;invisible;1;0;0;
776;X509Name(Vector,Hashtable);0;0;0;invisible;1;0;0;
777;X509Name(Vector,Hashtable,X509NameEntryConverter);0;0;0;invisible;1;0;0;
778;X509Name(Vector,Vector);0;0;0;invisible;1;0;0;
779;X509Name(Vector,Vector,X509NameEntryConverter);0;0;0;invisible;1;0;0;
780;X509Name(String);0;0;0;invisible;1;0;0;
781;X509Name(String,X509NameEntryConverter);0;0;0;invisible;1;0;0;
782;X509Name(boolean,String);0;0;0;invisible;1;0;0;
783;X509Name(boolean,String,X509NameEntryConverter);0;0;0;invisible;1;0;0;
784;X509Name(boolean,Hashtable,String);0;0;0;invisible;1;0;0;
785;X509Name(boolean,Hashtable,String,X509NameEntryConverter);0;0;0;invisible;1;0;0;
786;Attribute(ASN1Sequence);0;0;0;invisible;1;0;0;
787;Attribute(DERObjectIdentifier,ASN1Set);0;0;0;invisible;1;0;0;
788;CRLNumber(BigInteger);0;0;0;invisible;1;0;0;
789;CRLReason(int);0;0;0;invisible;1;0;0;
790;CRLReason(DEREnumerated);0;0;0;invisible;1;0;0;
791;DigestInfo(AlgorithmIdentifier,byte[]);0;0;0;invisible;1;0;0;
792;DigestInfo(ASN1Sequence);0;0;0;invisible;1;0;0;
793;RoleSyntax(GeneralNames,GeneralName);0;0;0;invisible;1;0;0;
794;RoleSyntax(GeneralName);0;0;0;invisible;1;0;0;
795;RoleSyntax(String);0;0;0;invisible;1;0;0;
796;RoleSyntax(ASN1Sequence);0;0;0;invisible;1;0;0;
797;UserNotice(NoticeReference,DisplayText);0;0;0;invisible;1;0;0;
798;UserNotice(NoticeReference,String);0;0;0;invisible;1;0;0;
799;UserNotice(ASN1Sequence);0;0;0;invisible;1;0;0;
800;DisplayText(int,String);0;0;0;invisible;1;0;0;
801;DisplayText(String);0;0;0;invisible;1;0;0;
802;DisplayText(DERString);0;0;0;invisible;1;0;0;
803;GeneralName(X509Name);0;0;0;invisible;1;0;0;
804;GeneralName(DERObject,int);0;0;0;invisible;1;0;0;
805;GeneralName(int,ASN1Encodable);0;0;0;invisible;1;0;0;
806;GeneralName(int,String);0;0;0;invisible;1;0;0;
807;ReasonFlags(int);0;0;0;invisible;1;0;0;
808;ReasonFlags(DERBitString);0;0;0;invisible;1;0;0;
809;TBSCertList(ASN1Sequence);0;0;0;invisible;1;0;0;
810;TBSCertList.CRLEntry(ASN1Sequence);0;0;0;invisible;1;0;0;
811;TBSCertList.EmptyEnumeration();0;0;0;invisible;1;0;0;
812;TBSCertList.RevokedCertificatesEnumeration(Enumeration);0;0;0;invisible;1;0;0;
813;CRLDistPoint(ASN1Sequence);0;0;0;invisible;1;0;0;
814;CRLDistPoint(DistributionPoint[]);0;0;0;invisible;1;0;0;
815;CertPolicyId(String);0;0;0;invisible;1;0;0;
816;DSAParameter(BigInteger,BigInteger,BigInteger);0;0;0;invisible;1;0;0;
